CURR.AGE,NOCOMP,MI.NONFATAL,MI.FATAL,MI.SUB,IHD.NONFATAL,IHD.FATAL,IHD.SUB,STROKE.NONFATAL,STROKE.FATAL,STROKE.SUB,CHF.NONFATAL,CHF.FATAL,CHF.SUB,AMP.NONFATAL,AMP.FATAL,AMP.SUB,BLIND.NONFATAL,BLIND.FATAL,BLIND.SUB,ULCER.NONFATAL,ULCER.FATAL,ULCER.SUB,RENAL.FATAL,RENAL.NONFATAL,RENAL.SUB
76,3325,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
77,3325,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
78,3325,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
79,3325,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
80,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
81,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
82,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
83,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
84,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
85,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
86,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
87,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
88,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
89,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
90,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
91,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
92,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
93,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
94,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
95,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
96,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
97,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
98,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
99,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
100,2493,6027,3014,1973,3629,3629,1203,4426,3692,1985,3928,1964,1405,7815,3908,1478,11332,11332,6228,2341,2341,585,39731,39731,38948
