,CHF.EVENT,BLIND.EVENT,ULCER.EVENT,AMP1.EVENT,AMP2.EVENT,MI.EVENT,IHD.EVENT,RENAL.EVENT,STROKE.EVENT
1,0.998,0.999,0.999,0.999,1,0.989,0.997,1,0.998
2,0.995989929506546,0.999,0.999,0.997993957703928,1,0.982028197381672,0.997,1,0.995989929506546
3,0.995989929506546,0.993913441955193,0.999,0.996977670577956,1,0.977028053810482,0.995984725050917,1,0.992947190414367
4,0.995989929506546,0.993913441955193,0.996959141981614,0.996977670577956,0.998978549540347,0.967048196263899,0.995984725050917,1,0.992947190414367
5,0.994963135764787,0.98981482982342,0.996959141981614,0.996977670577956,0.998978549540347,0.962063411747075,0.995984725050917,1,0.991923533517033
6,0.991866777458465,0.985707714346974,0.996959141981614,0.996977670577956,0.998978549540347,0.956075465200931,0.993918366700189,1,0.987807668232729
7,0.989789569547557,0.982611250322847,0.996959141981614,0.996977670577956,0.998978549540347,0.949067582209929,0.993918366700189,1,0.986773314653428
8,0.989789569547557,0.980518361610764,0.996959141981614,0.996977670577956,0.998978549540347,0.941992531011346,0.992859880686663,1,0.98572243785401
9,0.988718368714713,0.977334860436703,0.996959141981614,0.995898690414993,0.998978549540347,0.93485622395823,0.992859880686663,1,0.984655638678844
10,0.985466005659731,0.976263221335347,0.995865985027687,0.99371470205882,0.997883178323746,0.92460560746746,0.990682556386912,1,0.982496306137881
11,0.979935893394524,0.97297613978203,0.994748290319463,0.99371470205882,0.997883178323746,0.917341590349309,0.990682556386912,1,0.979188237767047
12,0.975409630607483,0.969605552692716,0.993599620238262,0.99371470205882,0.997883178323746,0.910985874942732,0.988394605910268,1,0.979188237767047
13,0.973109136195673,0.967318747143912,0.992427922572887,0.992542868683751,0.997883178323746,0.903465944371271,0.987229046233487,1,0.974569425324749
14,0.970767116613974,0.966154705330261,0.991233665145002,0.992542868683751,0.997883178323746,0.894768317951331,0.986041044974481,1,0.971051124150291
15,0.970767116613974,0.962607013633822,0.990020404844946,0.991328005931384,0.997883178323746,0.890387567312646,0.984834140390669,1,0.969862567082788
16,0.967113037128602,0.960191437689948,0.990020404844946,0.991328005931384,0.996631129166502,0.885918871868166,0.982362787466226,1,0.966211892426266
17,0.962115036936723,0.957710322863876,0.986183116454075,0.990047220394005,0.996631129166502,0.87790668568848,0.979824382330654,1,0.964963556647937
18,0.957024481185735,0.953909885074733,0.983574166410545,0.990047220394005,0.996631129166502,0.87442292899924,0.979824382330654,1,0.963687149826974
19,0.955724176184124,0.952613811861317,0.983574166410545,0.987356874686412,0.996631129166502,0.8649183319449,0.978493099202488,1,0.962377792286449
20,0.954378085795132,0.951272102267146,0.983574166410545,0.987356874686412,0.996631129166502,0.855172773275099,0.975736780613185,1,0.959666868927895
21,0.95014268008894,0.949864895015271,0.983574166410545,0.984435700500949,0.995156822762409,0.845052385425689,0.97284998540427,1,0.959666868927895
22,0.942788634577416,0.94839451592082,0.983574166410545,0.984435700500949,0.995156822762409,0.837203601660126,0.97284998540427,1,0.958181316499214
23,0.935294289310505,0.946886734496463,0.983574166410545,0.984435700500949,0.995156822762409,0.830548565080951,0.971303324060225,1,0.958181316499214
24,0.932192152364202,0.943746148312395,0.983574166410545,0.982803137150202,0.993506479772754,0.823661761058721,0.968081754162845,1,0.955003269014971
25,0.927285877878074,0.935467673327199,0.983574166410545,0.982803137150202,0.993506479772754,0.816436657891539,0.968081754162845,1,0.953327824683366
26,0.918537897898092,0.931937606635398,0.981718366096563,0.97538575498303,0.993506479772754,0.808734425269921,0.962602046120414,1,0.951529092938681
27,0.914826633664161,0.930054904399771,0.979735096670105,0.97538575498303,0.993506479772754,0.800565390671235,0.960657395522191,1,0.951529092938681
28,0.908860373009829,0.930054904399771,0.979735096670105,0.97538575498303,0.993506479772754,0.79012323340161,0.960657395522191,1,0.951529092938681
29,0.906746744235388,0.927891986017446,0.979735096670105,0.97538575498303,0.993506479772754,0.788285737509979,0.95842330855586,1,0.944890517871667
30,0.902155621479765,0.918495611475497,0.979735096670105,0.972916423957757,0.993506479772754,0.780303097130131,0.95842330855586,1,0.942498389978321
31,0.894740643768973,0.915979185142687,0.979735096670105,0.970250899508557,0.993506479772754,0.7696140136078,0.955797491272145,1,0.939916202608517
32,0.889398908582293,0.913244918918381,0.979735096670105,0.970250899508557,0.993506479772754,0.767316658343299,0.955797491272145,1,0.934304762592944
33,0.886492376201305,0.907275997879699,0.979735096670105,0.970250899508557,0.993506479772754,0.7597939460066,0.955797491272145,1,0.922091628441402
34,0.883209071104263,0.907275997879699,0.979735096670105,0.970250899508557,0.989826826143966,0.751351791050971,0.955797491272145,1,0.91867647426199
35,0.879498108620631,0.907275997879699,0.979735096670105,0.970250899508557,0.985667889899663,0.748194850752438,0.955797491272145,1,0.91867647426199
36,0.879498108620631,0.902934964397021,0.979735096670105,0.970250899508557,0.985667889899663,0.748194850752438,0.951224297534001,1,0.90988531182886
37,0.874612008017184,0.902934964397021,0.979735096670105,0.970250899508557,0.985667889899663,0.748194850752438,0.951224297534001,1,0.90988531182886
38,0.869246290176587,0.902934964397021,0.979735096670105,0.970250899508557,0.985667889899663,0.748194850752438,0.951224297534001,1,0.898721074873905
39,0.86325148817537,0.896707826711524,0.979735096670105,0.963559513994705,0.985667889899663,0.748194850752438,0.951224297534001,1,0.886324922117024
40,0.856345476269967,0.896707826711524,0.979735096670105,0.963559513994705,0.985667889899663,0.742209291946418,0.951224297534001,1,0.886324922117024
